Rect_no	EventType	Trigger	Height	Position	total_time_visible	 Visible_From	Entry_time_ms	Calculated_Entry_time	Time_on_target_ms	SD_outside_Target(px)	Mean_Inaccuracy(px_outside_target)	Exit_time(ms)	Percent_Time_On_Target(%)	Reaction_Time(ms)	time_Off_Target(ms)	 overshoot?	 overshoot_time	 undershoot?	 undershoot_time
0	B	0	100	1340	100	0.0	5054	5054.0	100	0	0.0	4036	0	0.0	0.0	False	0.0	False	0.0
1	R	0	100	790	10000	8	0.0	-8.0	0.0	0	0.0	0.0	0	483	0.0	False	0.0	False	0.0
2	R	0	100	40	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	1401
3	R	0	100	540	10000	0.0	2101	2101.0	51.0	0	0.0	2135	0	0.0	0.0	False	0.0	True	2218
4	R	0	100	1040	10000	0.0	3435	3435.0	117.0	0	0.0	3469	0	0.0	0.0	False	0.0	True	3219
5	R	0	50	290	10000	0.0	4553	4553.0	134.0	0	0.0	4603	0	0.0	0.0	False	0.0	True	4353
0	B	0	100	1340	100	0.0	7718	7718.0	0	0	0.0	8101	0	0.0	0.0	False	0.0	False	0.0
1	R	0	100	790	10000	0.0	0.0	0.0	9.0	0	0.0	5146	0	5137	0.0	False	0.0	True	5649
2	R	0	100	40	10000	0.0	0.0	0.0	16.0	0	0.0	6166	0	0.0	0.0	False	0.0	True	6667
3	R	0	100	540	10000	0.0	0.0	0.0	17.0	0	0.0	7201	0	0.0	0.0	False	0.0	True	7701
4	R	0	100	1040	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	290	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	9736
