Rect_no	EventType	Trigger	Height	Position	total_time_visible	 Visible_From	Entry_time_ms	Calculated_Entry_time	Time_on_target_ms	SD_outside_Target(px)	Mean_Inaccuracy(px_outside_target)	Exit_time(ms)	Percent_Time_On_Target(%)	Reaction_Time(ms)	time_Off_Target(ms)	 overshoot?	 overshoot_time	 undershoot?	 undershoot_time
0	B	0	40	0	1000	0.0	8716	8716.0	157	0	0.0	7955	0	0.0	0.0	True	6711	False	0.0
1	R	0	50	200	10000	8	1620	1612	152.0	0	0.0	702	0	599	0.0	False	0.0	False	0.0
2	R	0	50	500	10000	0.0	3325	3325.0	156.0	0	0.0	3229	0	0.0	0.0	False	0.0	False	0.0
3	R	0	30	300	10000	0.0	4990	4990.0	153.0	0	0.0	4622	0	0.0	0.0	False	0.0	False	0.0
4	R	0	50	400	10000	0.0	6610	6610.0	155.0	0	0.0	6187	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	700	10000	0.0	7811	7811.0	152.0	0	0.0	7349	0	0.0	0.0	False	0.0	False	0.0
0	B	0	40	0	1000	0.0	28981	28981.0	156	0	0.0	28029	0	0.0	0.0	False	0.0	False	0.0
1	R	0	50	200	10000	0.0	10571	10571.0	155.0	0	0.0	10147	0	9847	0.0	False	0.0	False	0.0
2	R	0	50	500	10000	0.0	13198	13198.0	153.0	0	0.0	11828	0	0.0	0.0	False	0.0	False	0.0
3	R	0	30	300	10000	0.0	14680	14680.0	157.0	0	0.0	14040	0	0.0	0.0	False	0.0	False	0.0
4	R	0	50	400	10000	0.0	26215	26215.0	152.0	0	0.0	25621	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	700	10000	0.0	27919	27919.0	154.0	0	0.0	27619	0	0.0	0.0	False	0.0	False	0.0
0	B	0	40	0	1000	0.0	40761	40761.0	159	0	0.0	39934	0	0.0	0.0	True	36367	False	0.0
1	R	0	50	200	10000	0.0	30243	30243.0	151.0	0	0.0	29129	0	29120	0.0	False	0.0	False	0.0
2	R	0	50	500	10000	0.0	33041	33041.0	157.0	0	0.0	32130	0	0.0	0.0	False	0.0	False	0.0
3	R	0	30	300	10000	0.0	36332	36332.0	158.0	0	0.0	35951	0	0.0	0.0	False	0.0	False	0.0
4	R	0	50	400	10000	0.0	38536	38536.0	156.0	0	0.0	37999	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	700	10000	0.0	39847	39847.0	157.0	0	0.0	39557	0	0.0	0.0	False	0.0	False	0.0
