Digital_Input	Screen_Position_Y_axis(px)	time(ms)
468	468	8
468	468	17
468	468	25
468	468	33
468	468	42
468	468	50
468	468	58
468	468	67
468	468	75
468	468	83
468	468	91
468	468	99
468	468	107
468	468	115
468	468	123
468	468	131
468	468	139
468	468	147
468	468	155
468	468	164
468	468	172
468	468	180
468	468	188
468	468	197
468	468	206
468	468	215
468	468	224
468	468	232
468	468	240
468	468	248
468	468	256
468	468	264
468	468	272
468	468	280
468	468	288
468	468	297
468	468	306
468	468	314
468	468	322
468	468	331
468	468	340
468	468	348
468	468	357
468	468	366
468	468	374
468	468	383
468	468	392
468	468	401
468	468	409
468	468	417
468	468	426
468	468	434
468	468	442
468	468	451
468	468	459
468	468	467
468	468	476
468	468	484
468	468	493
468	468	501
468	468	509
468	468	517
468	468	526
468	468	534
468	468	542
468	468	550
468	468	559
468	468	567
468	468	575
468	468	583
468	468	591
468	468	600
468	468	609
468	468	618
468	468	627
468	468	636
468	468	644
468	468	652
468	468	661
468	468	670
468	468	679
468	468	687
468	468	696
468	468	704
468	468	713
468	468	721
468	468	730
468	468	739
468	468	748
468	468	756
468	468	764
468	468	772
468	468	780
468	468	788
468	468	796
468	468	804
468	468	812
468	468	820
468	468	829
468	468	838
468	468	847
468	468	855
468	468	864
468	468	873
468	468	882
468	468	891
468	468	899
468	468	908
468	468	916
468	468	925
468	468	933
468	468	941
468	468	949
468	468	957
468	468	965
468	468	973
468	468	981
468	468	990
468	468	998
468	468	1007
468	468	1015
468	468	1023
468	468	1031
468	468	1039
468	468	1047
468	468	1056
468	468	1064
468	468	1072
468	468	1080
468	468	1088
468	468	1096
468	468	1105
468	468	1114
468	468	1122
468	468	1130
468	468	1138
468	468	1146
468	468	1154
469	469	1163
475	475	1171
481	481	1180
484	484	1188
502	502	1197
512	512	1205
538	538	1214
549	549	1222
583	583	1231
597	597	1239
609	609	1248
643	643	1256
655	655	1265
665	665	1273
690	690	1281
699	699	1289
720	720	1297
727	727	1305
732	732	1313
744	744	1321
747	747	1329
757	757	1338
760	760	1347
763	763	1356
771	771	1365
776	776	1374
783	783	1382
786	786	1391
791	791	1400
792	792	1409
794	794	1417
796	796	1425
797	797	1433
801	801	1442
802	802	1451
805	805	1460
811	811	1469
822	822	1478
825	825	1486
828	828	1494
835	835	1502
838	838	1511
844	844	1519
845	845	1527
847	847	1535
850	850	1543
851	851	1551
853	853	1559
856	856	1568
856	856	1576
858	858	1584
859	859	1592
859	859	1600
860	860	1608
860	860	1616
860	860	1625
860	860	1634
861	861	1642
861	861	1650
861	861	1658
861	861	1666
861	861	1674
861	861	1682
862	862	1691
862	862	1699
862	862	1707
862	862	1715
862	862	1723
862	862	1731
862	862	1739
862	862	1747
862	862	1755
862	862	1763
862	862	1771
862	862	1779
862	862	1787
862	862	1796
862	862	1805
862	862	1813
862	862	1822
862	862	1831
862	862	1839
862	862	1847
862	862	1855
862	862	1863
862	862	1871
861	861	1879
859	859	1887
851	851	1895
844	844	1903
838	838	1911
825	825	1920
803	803	1929
793	793	1937
783	783	1946
747	747	1955
728	728	1964
680	680	1973
651	651	1982
606	606	1990
591	591	1998
574	574	2006
514	514	2015
494	494	2023
431	431	2032
412	412	2041
395	395	2049
340	340	2057
326	326	2066
313	313	2074
282	282	2082
270	270	2090
243	243	2098
233	233	2107
224	224	2116
197	197	2125
159	159	2133
148	148	2141
139	139	2149
113	113	2157
103	103	2166
83	83	2174
78	78	2183
71	71	2192
58	58	2201
52	52	2210
47	47	2218
31	31	2226
24	24	2234
17	17	2242
3	3	2251
0	0	2260
0	0	2269
0	0	2278
0	0	2286
0	0	2295
0	0	2303
0	0	2311
0	0	2319
0	0	2327
0	0	2335
0	0	2343
0	0	2351
0	0	2360
0	0	2368
0	0	2377
0	0	2385
0	0	2393
0	0	2401
2	2	2409
3	3	2417
7	7	2425
9	9	2433
11	11	2442
15	15	2451
16	16	2459
20	20	2468
23	23	2477
24	24	2485
26	26	2494
26	26	2503
27	27	2512
28	28	2521
29	29	2530
29	29	2539
29	29	2547
29	29	2556
29	29	2564
29	29	2573
29	29	2582
29	29	2590
29	29	2599
29	29	2607
29	29	2615
29	29	2624
29	29	2632
29	29	2640
29	29	2648
29	29	2657
29	29	2665
29	29	2674
29	29	2682
29	29	2691
29	29	2700
29	29	2708
29	29	2716
30	30	2725
34	34	2733
36	36	2741
39	39	2749
48	48	2758
52	52	2767
57	57	2775
71	71	2783
87	87	2791
95	95	2799
115	115	2808
127	127	2817
139	139	2826
174	174	2835
188	188	2843
203	203	2851
241	241	2859
255	255	2867
270	270	2876
306	306	2884
353	353	2892
353	353	2900
376	376	2908
376	376	2917
415	415	2926
440	440	2934
448	448	2943
454	454	2951
466	466	2959
472	472	2967
481	481	2976
483	483	2984
486	486	2992
494	494	3001
497	497	3009
499	499	3018
504	504	3026
506	506	3034
509	509	3043
510	510	3051
512	512	3059
514	514	3067
515	515	3076
516	516	3084
517	517	3092
518	518	3100
518	518	3108
518	518	3117
518	518	3125
518	518	3133
518	518	3141
518	518	3149
518	518	3158
518	518	3166
518	518	3174
518	518	3182
518	518	3190
518	518	3198
516	516	3207
516	516	3215
514	514	3223
514	514	3231
513	513	3239
511	511	3247
509	509	3256
505	505	3265
504	504	3273
503	503	3281
502	502	3290
502	502	3298
502	502	3307
502	502	3315
502	502	3324
502	502	3332
502	502	3340
502	502	3348
502	502	3357
502	502	3365
499	499	3373
496	496	3381
490	490	3390
473	473	3399
464	464	3407
452	452	3415
410	410	3423
392	392	3432
338	338	3441
317	317	3449
299	299	3458
246	246	3466
233	233	3474
219	219	3482
185	185	3491
174	174	3499
145	145	3508
130	130	3516
117	117	3524
114	114	3533
111	111	3541
110	110	3549
110	110	3557
109	109	3565
109	109	3573
109	109	3581
109	109	3589
109	109	3597
108	108	3605
107	107	3614
105	105	3622
105	105	3630
104	104	3639
104	104	3647
103	103	3655
103	103	3663
103	103	3671
103	103	3680
103	103	3689
103	103	3697
101	101	3705
97	97	3713
95	95	3721
88	88	3729
85	85	3737
82	82	3745
75	75	3753
74	74	3761
70	70	3769
69	69	3778
67	67	3787
63	63	3795
61	61	3803
58	58	3811
49	49	3820
41	41	3828
41	41	3836
33	33	3844
33	33	3852
32	32	3861
31	31	3869
31	31	3877
31	31	3886
31	31	3894
31	31	3902
31	31	3911
31	31	3919
31	31	3928
31	31	3936
31	31	3944
31	31	3952
31	31	3960
31	31	3969
31	31	3978
31	31	3986
31	31	3995
31	31	4004
31	31	4012
31	31	4020
32	32	4028
33	33	4036
41	41	4045
45	45	4053
56	56	4062
61	61	4070
72	72	4078
77	77	4086
93	93	4094
101	101	4103
109	109	4111
137	137	4119
149	149	4127
186	186	4136
200	200	4145
217	217	4153
271	271	4161
288	288	4169
302	302	4177
344	344	4185
358	358	4193
398	398	4202
412	412	4210
424	424	4218
458	458	4227
470	470	4236
500	500	4244
511	511	4252
551	551	4261
561	561	4269
571	571	4278
598	598	4286
607	607	4294
631	631	4302
640	640	4311
651	651	4320
677	677	4329
688	688	4338
699	699	4347
727	727	4355
739	739	4363
767	767	4372
788	788	4381
812	812	4389
820	820	4397
839	839	4405
844	844	4413
848	848	4422
855	855	4431
855	855	4439
855	855	4447
856	856	4456
856	856	4465
857	857	4474
857	857	4482
858	858	4490
859	859	4499
859	859	4508
861	861	4516
861	861	4525
861	861	4534
861	861	4542
861	861	4551
861	861	4559
861	861	4568
856	856	4576
852	852	4584
841	841	4593
830	830	4602
825	825	4611
819	819	4621
790	790	4629
782	782	4638
755	755	4647
744	744	4655
720	720	4663
711	711	4672
701	701	4681
679	679	4689
672	672	4698
665	665	4707
652	652	4716
638	638	4725
635	635	4734
632	632	4742
625	625	4751
620	620	4759
608	608	4768
601	601	4777
594	594	4785
581	581	4793
577	577	4801
572	572	4809
567	567	4817
566	566	4825
566	566	4833
566	566	4842
566	566	4851
565	565	4860
563	563	4868
561	561	4876
553	553	4885
551	551	4893
545	545	4901
542	542	4910
536	536	4918
533	533	4927
532	532	4936
530	530	4944
529	529	4953
528	528	4962
528	528	4971
528	528	4980
528	528	4988
528	528	4997
528	528	5005
528	528	5013
528	528	5021
529	529	5030
532	532	5039
536	536	5048
538	538	5056
541	541	5064
548	548	5072
552	552	5080
556	556	5088
568	568	5096
574	574	5105
586	586	5113
591	591	5122
597	597	5130
608	608	5138
612	612	5146
616	616	5155
626	626	5163
638	638	5171
638	638	5179
641	641	5187
643	643	5196
651	651	5205
653	653	5214
655	655	5223
658	658	5232
658	658	5240
659	659	5248
660	660	5257
661	661	5266
661	661	5274
662	662	5282
663	663	5290
665	665	5299
665	665	5307
666	666	5316
668	668	5324
668	668	5332
668	668	5340
669	669	5349
669	669	5357
669	669	5365
669	669	5373
669	669	5381
669	669	5389
669	669	5398
669	669	5406
669	669	5414
671	671	5422
671	671	5431
672	672	5439
673	673	5448
674	674	5457
676	676	5466
676	676	5474
677	677	5482
679	679	5490
680	680	5499
682	682	5507
682	682	5515
683	683	5524
683	683	5532
683	683	5541
684	684	5549
684	684	5557
684	684	5565
684	684	5573
684	684	5581
684	684	5589
684	684	5597
684	684	5605
684	684	5614
684	684	5622
684	684	5630
684	684	5638
684	684	5646
684	684	5654
684	684	5662
684	684	5670
684	684	5678
684	684	5686
680	680	5694
677	677	5702
673	673	5711
663	663	5719
661	661	5728
653	653	5737
649	649	5745
637	637	5753
629	629	5762
590	590	5771
569	569	5779
539	539	5788
405	405	5796
307	307	5805
269	269	5814
231	231	5822
142	142	5830
112	112	5838
42	42	5846
25	25	5855
9	9	5864
0	0	5872
0	0	5880
0	0	5888
0	0	5896
0	0	5905
0	0	5914
0	0	5923
0	0	5932
0	0	5940
0	0	5948
0	0	5957
0	0	5965
0	0	5974
0	0	5983
0	0	5991
0	0	6000
0	0	6009
0	0	6017
0	0	6025
0	0	6034
0	0	6043
0	0	6052
4	4	6061
8	8	6069
16	16	6077
20	20	6085
31	31	6093
34	34	6101
37	37	6110
42	42	6119
42	42	6128
43	43	6137
44	44	6146
45	45	6154
45	45	6162
45	45	6170
45	45	6178
45	45	6186
45	45	6194
45	45	6202
45	45	6211
45	45	6219
45	45	6228
45	45	6236
45	45	6245
45	45	6254
45	45	6263
45	45	6271
45	45	6280
45	45	6289
45	45	6298
45	45	6306
45	45	6314
45	45	6322
45	45	6331
45	45	6339
45	45	6347
45	45	6356
45	45	6365
49	49	6373
52	52	6382
63	63	6391
71	71	6399
82	82	6408
90	90	6417
120	120	6425
137	137	6434
199	199	6443
259	259	6451
259	259	6460
375	375	6469
448	448	6478
473	473	6486
506	506	6494
593	593	6503
624	624	6512
703	703	6521
731	731	6529
754	754	6538
814	814	6547
828	828	6555
842	842	6563
874	874	6571
882	882	6579
904	904	6588
904	904	6596
919	919	6605
922	922	6613
925	925	6621
929	929	6629
930	930	6638
934	934	6647
936	936	6656
939	939	6665
939	939	6673
940	940	6681
941	941	6690
941	941	6699
941	941	6707
941	941	6715
941	941	6723
941	941	6732
941	941	6740
941	941	6749
941	941	6757
941	941	6765
941	941	6773
941	941	6782
941	941	6791
941	941	6799
941	941	6808
941	941	6817
941	941	6826
941	941	6835
941	941	6844
941	941	6853
941	941	6861
941	941	6870
942	942	6878
943	943	6886
945	945	6895
947	947	6903
949	949	6911
955	955	6920
959	959	6928
970	970	6937
976	976	6946
978	978	6955
984	984	6964
987	987	6972
987	987	6980
987	987	6988
987	987	6996
987	987	7005
987	987	7014
987	987	7022
987	987	7031
987	987	7039
987	987	7048
987	987	7056
987	987	7064
987	987	7072
987	987	7080
986	986	7088
985	985	7097
983	983	7106
981	981	7115
963	963	7124
958	958	7132
943	943	7140
935	935	7148
912	912	7156
912	912	7164
876	876	7173
863	863	7181
850	850	7190
805	805	7198
780	780	7206
702	702	7214
672	672	7222
639	639	7230
550	550	7238
517	517	7246
484	484	7255
394	394	7263
362	362	7271
280	280	7279
256	256	7287
231	231	7296
165	165	7305
148	148	7313
93	93	7322
76	76	7330
63	63	7339
33	33	7348
14	14	7357
0	0	7365
0	0	7373
0	0	7381
0	0	7390
0	0	7399
0	0	7408
0	0	7416
0	0	7425
0	0	7434
0	0	7442
0	0	7451
0	0	7460
0	0	7469
0	0	7477
0	0	7485
0	0	7493
0	0	7502
0	0	7510
0	0	7519
0	0	7528
0	0	7537
0	0	7546
0	0	7554
0	0	7563
1	1	7571
1	1	7579
1	1	7588
2	2	7596
3	3	7604
5	5	7613
7	7	7621
10	10	7630
12	12	7639
13	13	7648
17	17	7657
18	18	7666
19	19	7674
20	20	7683
20	20	7692
21	21	7700
23	23	7709
24	24	7717
25	25	7726
26	26	7735
28	28	7743
30	30	7751
34	34	7759
36	36	7768
40	40	7777
42	42	7786
42	42	7794
43	43	7802
43	43	7811
43	43	7820
43	43	7829
43	43	7838
43	43	7847
43	43	7856
43	43	7864
44	44	7873
44	44	7882
46	46	7891
46	46	7900
49	49	7909
50	50	7917
54	54	7925
57	57	7933
66	66	7941
70	70	7951
73	73	7959
89	89	7968
96	96	7977
104	104	7987
125	125	7995
141	141	8004
148	148	8013
176	176	8021
185	185	8029
207	207	8037
217	217	8045
225	225	8054
245	245	8063
252	252	8071
266	266	8079
272	272	8088
277	277	8096
288	288	8104
292	292	8112
301	301	8121
304	304	8130
307	307	8138
314	314	8146
317	317	8154
320	320	8163
325	325	8172
332	332	8181
332	332	8189
335	335	8198
336	336	8207
341	341	8216
343	343	8225
348	348	8233
351	351	8241
353	353	8250
359	359	8258
360	360	8267
365	365	8275
365	365	8283
369	369	8292
371	371	8300
381	381	8309
383	383	8317
386	386	8327
391	391	8335
393	393	8343
396	396	8351
397	397	8360
398	398	8368
400	400	8377
400	400	8385
401	401	8393
402	402	8401
403	403	8410
405	405	8418
406	406	8426
408	408	8435
410	410	8443
411	411	8451
414	414	8459
415	415	8467
417	417	8476
417	417	8485
418	418	8493
419	419	8502
419	419	8510
420	420	8519
420	420	8528
420	420	8537
422	422	8546
422	422	8555
424	424	8563
425	425	8571
427	427	8580
432	432	8589
435	435	8597
437	437	8605
437	437	8614
438	438	8622
438	438	8630
438	438	8638
438	438	8647
438	438	8656
438	438	8664
438	438	8673
438	438	8681
433	433	8690
423	423	8699
401	401	8708
395	395	8717
376	376	8725
368	368	8733
349	349	8742
341	341	8751
318	318	8760
309	309	8768
287	287	8776
277	277	8785
268	268	8793
246	246	8801
236	236	8810
228	228	8818
210	210	8826
203	203	8834
197	197	8842
182	182	8850
175	175	8859
164	164	8868
154	154	8876
145	145	8885
142	142	8893
134	134	8901
131	131	8909
128	128	8917
122	122	8926
119	119	8935
116	116	8943
109	109	8951
106	106	8959
98	98	8967
95	95	8975
92	92	8984
88	88	8993
87	87	9002
85	85	9010
84	84	9019
80	80	9027
78	78	9035
77	77	9043
71	71	9051
71	71	9060
66	66	9069
60	60	9077
54	54	9085
51	51	9094
49	49	9103
43	43	9111
42	42	9119
38	38	9128
36	36	9136
35	35	9144
31	31	9153
29	29	9161
28	28	9170
26	26	9179
25	25	9187
25	25	9195
25	25	9203
25	25	9211
24	24	9219
24	24	9228
22	22	9236
22	22	9244
574	574	9252
572	572	9260
563	563	9269
557	557	9277
553	553	9286
541	541	9295
537	537	9303
535	535	9312
530	530	9320
526	526	9328
521	521	9337
519	519	9346
517	517	9354
512	512	9363
509	509	9371
503	503	9379
501	501	9388
497	497	9397
490	490	9405
483	483	9414
483	483	9422
474	474	9430
465	465	9439
461	461	9447
458	458	9456
449	449	9465
446	446	9473
443	443	9481
434	434	9490
432	432	9498
424	424	9507
421	421	9515
418	418	9524
411	411	9533
408	408	9541
397	397	9550
387	387	9558
374	374	9567
367	367	9576
359	359	9584
340	340	9593
332	332	9601
310	310	9609
300	300	9618
291	291	9627
266	266	9636
256	256	9644
231	231	9653
221	221	9661
196	196	9670
191	191	9678
180	180	9687
177	177	9695
175	175	9703
173	173	9711
171	171	9719
170	170	9728
169	169	9737
169	169	9746
167	167	9755
166	166	9764
162	162	9772
159	159	9780
157	157	9789
151	151	9798
140	140	9807
138	138	9816
131	131	9824
128	128	9833
122	122	9842
113	113	9851
109	109	9860
99	99	9869
96	96	9877
93	93	9886
89	89	9895
84	84	9903
83	83	9911
78	78	9920
76	76	9928
75	75	9937
73	73	9946
72	72	9954
71	71	9963
70	70	9972
69	69	9981
68	68	9989
68	68	9998
66	66	10007
65	65	10015
64	64	10023
64	64	10031
63	63	10041
63	63	10049
63	63	10058
63	63	10067
63	63	10075
63	63	10084
63	63	10092
63	63	10100
64	64	10109
74	74	10117
81	81	10126
104	104	10134
104	104	10143
124	124	10151
157	157	10159
169	169	10168
182	182	10177
222	222	10186
239	239	10195
255	255	10204
315	315	10213
334	334	10222
414	414	10231
431	431	10240
480	480	10249
494	494	10257
528	528	10265
538	538	10273
549	549	10281
567	567	10290
571	571	10298
575	575	10306
576	576	10314
578	578	10323
578	578	10331
580	580	10340
584	584	10348
587	587	10357
591	591	10366
608	608	10375
623	623	10383
628	628	10391
633	633	10399
642	642	10408
645	645	10416
652	652	10425
655	655	10434
658	658	10442
670	670	10450
674	674	10458
678	678	10466
686	686	10474
690	690	10483
697	697	10492
701	701	10500
705	705	10508
715	715	10517
720	720	10525
724	724	10533
736	736	10541
741	741	10549
752	752	10557
758	758	10565
763	763	10574
781	781	10583
794	794	10591
800	800	10599
811	811	10607
816	816	10615
826	826	10624
828	828	10633
832	832	10642
834	834	10650
835	835	10658
839	839	10666
840	840	10675
843	843	10684
845	845	10692
846	846	10700
847	847	10709
848	848	10717
849	849	10725
849	849	10733
