Rect_no	EventType	Trigger	Height	Position	total_time_visible	 Visible_From	Entry_time_ms	Calculated_Entry_time	Time_on_target_ms	SD_outside_Target(px)	Mean_Inaccuracy(px_outside_target)	Exit_time(ms)	Percent_Time_On_Target(%)	Reaction_Time(ms)	time_Off_Target(ms)	 overshoot?	 overshoot_time	 undershoot?	 undershoot_time
0	B	0	100	1340	100	0.0	3999	3999.0	0	0	0.0	646	0	547	0.0	False	0.0	False	0.0
1	R	0	80	790	10000	9	0.0	-9.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	513
2	R	0	80	40	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	1097
3	R	0	80	540	10000	0.0	2098	2098.0	33.0	0	0.0	2114	0	0.0	0.0	False	0.0	True	2214
4	R	0	80	1040	10000	0.0	3382	3382.0	34.0	0	0.0	3399	0	0.0	0.0	False	0.0	True	3365
5	R	0	50	290	10000	0.0	4533	4533.0	50.0	0	0.0	4550	0	0.0	0.0	False	0.0	True	4349
0	B	0	100	1340	100	0.0	9907	9907.0	351	0	0.0	7688	0	5686	0.0	False	0.0	False	0.0
1	R	0	80	790	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	5620
2	R	0	80	40	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	6437
3	R	0	80	540	10000	0.0	7655	7655.0	50.0	0	0.0	7171	0	0.0	0.0	False	0.0	True	7371
4	R	0	80	1040	10000	0.0	8355	8355.0	49.0	0	0.0	8372	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	290	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	9456
