Digital_Input	Screen_Position_Y_axis(px)	time(ms)
1.7928327872518892	1440.0	9
1.7928327872518892	1440.0	33
1.7928327872518892	1440.0	46
1.7928327872518892	1440.0	62
1.7928327872518892	1440.0	79
1.7928327872518892	1440.0	96
1.7928327872518892	1440.0	112
1.7928327872518892	1440.0	129
1.7928327872518892	1440.0	146
1.7928327872518892	1440.0	163
1.7928327872518892	1440.0	179
1.7928327872518892	1440.0	196
1.7928327872518892	1440.0	212
1.7928327872518892	1440.0	229
1.7928327872518892	1440.0	246
1.7928327872518892	1440.0	263
1.7928327872518892	1440.0	279
1.7928327872518892	1440.0	296
1.7928327872518892	1440.0	313
1.7928327872518892	1440.0	329
1.7928327872518892	1440.0	346
1.7928327872518892	1440.0	363
1.7928327872518892	1440.0	379
1.7928327872518892	1440.0	396
1.7928327872518892	1440.0	413
1.7928327872518892	1440.0	429
1.7928327872518892	1440.0	446
1.7928327872518892	1440.0	463
1.7928327872518892	1440.0	479
1.7928327872518892	1440.0	496
1.7928327872518892	1440.0	513
1.7928327872518892	1440.0	529
1.7928327872518892	1440.0	547
1.8030098521328952	1429.1729323308296	563
1.8030098521328952	1429.1729323308296	579
1.8131869170139048	1418.3458646616552	596
1.8233639818949143	1407.518796992481	613
1.8538951765379394	1375.0375939849619	629
1.8946034360619706	1331.7293233082721	646
1.9353116955860052	1288.4210526315787	663
1.9760199551100364	1245.1127819548892	679
2.0370823443960866	1180.1503759398508	697
2.087967668801131	1126.0150375939834	713
2.1388529932061715	1071.8796992481193	729
2.189738317611212	1017.7443609022555	747
2.230446577135247	974.436090225562	763
2.2508007068972624	952.7819548872171	780
2.2609777717782684	941.9548872180467	796
2.2609777717782684	941.9548872180467	813
2.271154836659278	931.1278195488724	830
2.271154836659278	931.1278195488724	846
2.2813319015402875	920.300751879698	863
2.301686031302303	898.6466165413532	880
2.3220401610643187	876.9924812030084	896
2.3423942908263378	855.3383458646598	913
2.3627484205883533	833.684210526315	930
2.383102550350369	812.0300751879703	946
2.383102550350369	812.0300751879703	963
2.3932796152313784	801.2030075187959	980
2.3932796152313784	801.2030075187959	996
2.3932796152313784	801.2030075187959	1013
2.3932796152313784	801.2030075187959	1030
2.383102550350369	812.0300751879703	1047
2.372925485469363	822.8571428571407	1063
2.3423942908263378	855.3383458646598	1080
2.301686031302303	898.6466165413532	1097
2.2609777717782684	941.9548872180467	1113
2.2100924473732277	996.0902255639105	1130
2.159207122968187	1050.2255639097746	1147
2.1083217985631464	1104.3609022556384	1163
2.0574364741581057	1158.4962406015024	1180
2.016728214634071	1201.8045112781956	1197
1.986197019991046	1234.285714285715	1213
1.9658428902290304	1255.9398496240597	1230
1.9454887604670148	1277.5939849624044	1247
1.9251346307049957	1299.248120300753	1263
1.8844263711809646	1342.5563909774428	1280
1.84371811165693	1385.8646616541362	1297
