Digital_Input	Screen_Position_Y_axis(px)	time(ms)
766	766	9
766	766	19
766	766	27
766	766	35
766	766	44
766	766	53
766	766	61
766	766	70
766	766	79
766	766	88
766	766	96
766	766	105
766	766	114
766	766	123
766	766	131
766	766	140
766	766	149
766	766	157
766	766	166
766	766	174
766	766	183
766	766	192
766	766	200
766	766	208
767	767	217
767	767	225
767	767	234
769	769	243
776	776	252
779	779	260
781	781	269
784	784	278
784	784	287
784	784	295
784	784	304
784	784	313
784	784	322
764	764	330
756	756	339
749	749	347
737	737	356
726	726	364
722	722	372
711	711	380
707	707	389
703	703	398
700	700	406
699	699	415
699	699	424
699	699	433
699	699	442
699	699	450
699	699	458
699	699	467
699	699	476
699	699	484
699	699	493
702	702	502
704	704	510
705	705	518
707	707	527
708	708	536
709	709	544
710	710	553
710	710	562
711	711	571
711	711	580
711	711	588
711	711	596
711	711	605
711	711	613
711	711	622
711	711	630
711	711	639
711	711	648
711	711	656
711	711	665
711	711	674
711	711	683
711	711	692
711	711	701
711	711	709
711	711	718
711	711	726
711	711	735
711	711	744
711	711	753
711	711	761
711	711	770
711	711	779
711	711	787
711	711	795
711	711	804
711	711	812
711	711	820
711	711	829
711	711	838
711	711	847
711	711	855
711	711	864
711	711	872
711	711	882
711	711	891
711	711	899
711	711	908
711	711	917
711	711	926
711	711	935
711	711	944
711	711	953
711	711	962
711	711	971
711	711	980
711	711	988
711	711	996
711	711	1004
711	711	1012
711	711	1021
711	711	1029
711	711	1037
711	711	1046
711	711	1054
711	711	1063
711	711	1072
711	711	1080
711	711	1088
711	711	1096
711	711	1105
711	711	1114
711	711	1123
711	711	1132
711	711	1141
717	717	1149
736	736	1158
747	747	1167
761	761	1175
785	785	1184
822	822	1193
862	862	1201
915	915	1209
968	968	1218
1019	1019	1226
1068	1068	1235
1102	1102	1244
1126	1126	1252
1157	1157	1260
1182	1182	1269
1219	1219	1278
1226	1226	1286
1236	1236	1295
1246	1246	1303
1252	1252	1312
1255	1255	1322
1260	1260	1332
1260	1260	1341
1260	1260	1350
1260	1260	1359
1260	1260	1368
1260	1260	1377
1260	1260	1386
1260	1260	1394
1260	1260	1403
1260	1260	1412
1260	1260	1420
1260	1260	1429
1260	1260	1437
1256	1256	1446
1248	1248	1455
1238	1238	1463
1232	1232	1471
1222	1222	1480
1216	1216	1488
1210	1210	1497
1199	1199	1506
1195	1195	1515
1180	1180	1524
1171	1171	1533
1157	1157	1542
1148	1148	1551
1140	1140	1560
1137	1137	1568
1134	1134	1577
1132	1132	1586
1131	1131	1595
1131	1131	1604
1130	1130	1612
1130	1130	1621
1130	1130	1630
1130	1130	1639
1130	1130	1648
1130	1130	1656
1130	1130	1664
1130	1130	1673
1130	1130	1681
1130	1130	1690
1130	1130	1699
1130	1130	1708
1130	1130	1717
1130	1130	1726
1130	1130	1735
1130	1130	1744
1130	1130	1753
1130	1130	1762
1130	1130	1771
1130	1130	1780
1130	1130	1788
1130	1130	1797
1130	1130	1806
1130	1130	1814
1131	1131	1823
1131	1131	1832
1131	1131	1841
1131	1131	1849
1131	1131	1858
1131	1131	1866
1131	1131	1874
1131	1131	1882
1132	1132	1890
1132	1132	1899
1132	1132	1908
1132	1132	1917
1133	1133	1926
1134	1134	1935
1134	1134	1944
1134	1134	1953
1134	1134	1963
1134	1134	1971
1134	1134	1980
1134	1134	1988
1134	1134	1996
1134	1134	2004
1134	1134	2013
1134	1134	2021
1134	1134	2030
1134	1134	2038
1134	1134	2047
1134	1134	2056
1134	1134	2064
1134	1134	2073
1134	1134	2082
1134	1134	2092
1134	1134	2100
1134	1134	2109
1134	1134	2118
1134	1134	2127
