Digital_Input	Screen_Position_Y_axis(px)	time(ms)
538	538	8
538	538	16
538	538	24
538	538	33
538	538	42
538	538	51
538	538	60
538	538	68
538	538	78
538	538	87
538	538	95
538	538	103
538	538	112
538	538	120
538	538	128
538	538	136
538	538	144
538	538	153
538	538	162
538	538	170
538	538	178
538	538	187
538	538	195
538	538	203
538	538	212
538	538	221
538	538	230
538	538	238
538	538	246
538	538	254
538	538	263
538	538	271
538	538	280
538	538	289
538	538	298
538	538	306
538	538	315
538	538	324
538	538	332
538	538	341
538	538	349
538	538	357
538	538	365
538	538	373
538	538	381
538	538	389
538	538	397
538	538	405
538	538	413
538	538	422
538	538	430
538	538	438
538	538	446
538	538	455
538	538	464
538	538	473
538	538	482
538	538	490
538	538	498
538	538	507
538	538	516
538	538	525
538	538	534
538	538	543
538	538	551
538	538	560
538	538	568
538	538	577
538	538	586
538	538	595
538	538	603
538	538	611
538	538	619
538	538	628
537	537	636
532	532	645
530	530	653
526	526	662
514	514	671
506	506	680
484	484	689
475	475	697
469	469	706
417	417	714
400	400	723
387	387	731
352	352	739
340	340	747
306	306	755
293	293	763
281	281	771
253	253	780
242	242	789
231	231	797
205	205	805
195	195	813
170	170	821
161	161	829
152	152	837
129	129	846
122	122	855
115	115	864
102	102	873
98	98	881
91	91	890
87	87	899
85	85	907
84	84	915
77	77	923
74	74	932
65	65	941
63	63	950
60	60	959
53	53	968
51	51	976
49	49	985
45	45	993
43	43	1001
38	38	1010
36	36	1019
30	30	1028
29	29	1037
25	25	1045
23	23	1053
22	22	1061
20	20	1070
20	20	1078
20	20	1087
20	20	1095
20	20	1104
20	20	1112
20	20	1121
20	20	1130
20	20	1139
20	20	1148
20	20	1157
20	20	1166
20	20	1175
20	20	1184
20	20	1192
20	20	1200
20	20	1208
20	20	1217
20	20	1226
21	21	1235
23	23	1243
24	24	1251
26	26	1260
27	27	1268
29	29	1277
34	34	1285
36	36	1294
42	42	1302
45	45	1311
48	48	1319
56	56	1327
60	60	1336
68	68	1345
71	71	1353
85	85	1361
85	85	1369
104	104	1378
111	111	1386
129	129	1394
137	137	1403
143	143	1412
159	159	1420
165	165	1428
170	170	1436
182	182	1445
187	187	1453
199	199	1462
203	203	1470
206	206	1478
214	214	1487
217	217	1496
225	225	1505
228	228	1514
239	239	1522
241	241	1530
248	248	1538
252	252	1546
255	255	1554
266	266	1563
269	269	1572
274	274	1581
286	286	1589
292	292	1597
299	299	1606
321	321	1615
330	330	1624
356	356	1632
369	369	1641
382	382	1649
430	430	1657
430	430	1665
468	468	1674
494	494	1682
530	530	1690
544	544	1698
544	544	1706
588	588	1714
602	602	1722
632	632	1731
642	642	1739
652	652	1747
680	680	1756
689	689	1765
698	698	1774
725	725	1782
734	734	1790
758	758	1798
768	768	1806
776	776	1814
792	792	1822
797	797	1831
808	808	1839
811	811	1848
814	814	1856
818	818	1864
819	819	1872
824	824	1880
827	827	1889
832	832	1897
834	834	1906
840	840	1915
850	850	1924
853	853	1932
856	856	1940
864	864	1948
868	868	1956
871	871	1964
881	881	1972
885	885	1980
896	896	1988
900	900	1997
904	904	2005
918	918	2014
922	922	2022
926	926	2031
938	938	2039
943	943	2047
954	954	2055
958	958	2063
962	962	2071
970	970	2080
972	972	2088
976	976	2097
977	977	2106
981	981	2114
981	981	2123
982	982	2132
982	982	2140
982	982	2148
983	983	2157
984	984	2166
985	985	2175
986	986	2183
987	987	2192
992	992	2201
993	993	2209
995	995	2218
1001	1001	2226
1004	1004	2235
1006	1006	2244
1008	1008	2252
1011	1011	2260
1013	1013	2269
1016	1016	2277
1017	1017	2285
1020	1020	2294
1021	1021	2303
1021	1021	2311
1021	1021	2319
1021	1021	2327
1021	1021	2336
1021	1021	2345
1021	1021	2354
1021	1021	2363
1022	1022	2371
1023	1023	2379
1024	1024	2387
1024	1024	2395
1024	1024	2403
1024	1024	2411
1024	1024	2420
1024	1024	2429
1024	1024	2438
1024	1024	2446
1024	1024	2455
1024	1024	2463
1024	1024	2472
1024	1024	2480
1024	1024	2489
1024	1024	2498
1020	1020	2507
1017	1017	2516
1014	1014	2524
1007	1007	2533
1001	1001	2541
986	986	2550
982	982	2559
972	972	2567
968	968	2575
961	961	2584
944	944	2592
936	936	2600
913	913	2608
904	904	2617
860	860	2625
860	860	2634
821	821	2643
811	811	2651
801	801	2660
775	775	2669
765	765	2678
741	741	2687
731	731	2695
723	723	2703
701	701	2712
693	693	2721
686	686	2729
663	663	2737
655	655	2746
625	625	2755
617	617	2764
592	592	2773
584	584	2782
562	562	2791
554	554	2799
546	546	2807
527	527	2815
521	521	2824
515	515	2832
503	503	2841
497	497	2850
484	484	2859
480	480	2867
468	468	2875
463	463	2883
459	459	2891
449	449	2900
444	444	2909
435	435	2918
432	432	2926
428	428	2934
417	417	2943
413	413	2952
402	402	2960
395	395	2968
390	390	2976
377	377	2984
371	371	2992
366	366	3001
349	349	3010
336	336	3019
320	320	3027
311	311	3036
288	288	3045
280	280	3053
271	271	3062
248	248	3070
240	240	3079
222	222	3087
216	216	3095
210	210	3104
200	200	3112
195	195	3122
183	183	3131
180	180	3139
172	172	3147
168	168	3156
165	165	3164
155	155	3172
151	151	3180
141	141	3188
137	137	3197
133	133	3206
122	122	3215
118	118	3224
109	109	3232
105	105	3241
102	102	3249
89	89	3259
85	85	3267
74	74	3275
69	69	3284
63	63	3292
53	53	3301
50	50	3310
47	47	3318
47	47	3327
46	46	3336
46	46	3344
46	46	3353
46	46	3362
46	46	3371
46	46	3380
46	46	3389
46	46	3397
46	46	3406
43	43	3414
42	42	3422
40	40	3430
36	36	3438
33	33	3447
30	30	3457
26	26	3465
16	16	3474
16	16	3482
10	10	3491
9	9	3499
8	8	3508
8	8	3517
8	8	3526
8	8	3534
8	8	3542
8	8	3550
8	8	3558
8	8	3567
9	9	3575
10	10	3584
11	11	3592
12	12	3601
17	17	3609
17	17	3617
20	20	3625
34	34	3633
34	34	3641
40	40	3650
59	59	3659
65	65	3668
71	71	3676
90	90	3685
97	97	3694
120	120	3702
131	131	3711
140	140	3719
165	165	3727
174	174	3736
185	185	3745
216	216	3754
264	264	3762
276	276	3770
287	287	3779
320	320	3789
330	330	3798
342	342	3807
373	373	3816
385	385	3824
413	413	3832
424	424	3841
436	436	3850
473	473	3858
500	500	3867
509	509	3875
518	518	3883
543	543	3891
551	551	3899
559	559	3907
579	579	3915
586	586	3923
602	602	3932
607	607	3940
613	613	3948
628	628	3957
633	633	3966
640	640	3975
655	655	3983
660	660	3992
672	672	4001
678	678	4010
693	693	4018
697	697	4027
707	707	4036
712	712	4045
716	716	4053
726	726	4062
729	729	4070
733	733	4079
743	743	4087
746	746	4096
755	755	4105
759	759	4114
774	774	4122
778	778	4130
784	784	4138
784	784	4147
803	803	4155
818	818	4163
823	823	4172
829	829	4181
841	841	4190
845	845	4198
856	856	4207
860	860	4215
863	863	4224
872	872	4233
875	875	4241
878	878	4249
884	884	4258
887	887	4267
895	895	4276
897	897	4284
901	901	4292
902	902	4300
905	905	4309
907	907	4318
909	909	4327
913	913	4336
914	914	4344
918	918	4352
919	919	4361
921	921	4370
924	924	4378
925	925	4386
925	925	4395
926	926	4404
927	927	4412
927	927	4420
928	928	4428
930	930	4436
930	930	4444
933	933	4452
934	934	4460
935	935	4468
938	938	4476
939	939	4485
940	940	4494
944	944	4503
946	946	4512
951	951	4520
952	952	4529
953	953	4537
953	953	4546
953	953	4554
953	953	4562
953	953	4570
953	953	4578
953	953	4586
953	953	4595
953	953	4603
953	953	4612
953	953	4620
953	953	4628
953	953	4636
953	953	4645
952	952	4653
951	951	4663
950	950	4671
950	950	4679
948	948	4687
948	948	4696
947	947	4705
945	945	4714
945	945	4722
942	942	4730
939	939	4739
934	934	4747
930	930	4756
925	925	4765
913	913	4773
907	907	4781
891	891	4790
884	884	4799
877	877	4807
862	862	4815
848	848	4824
841	841	4833
833	833	4841
814	814	4850
798	798	4858
775	775	4866
765	765	4874
741	741	4883
731	731	4892
722	722	4901
697	697	4910
688	688	4918
665	665	4926
656	656	4935
647	647	4943
624	624	4951
615	615	4959
605	605	4968
579	579	4977
569	569	4986
535	535	4994
526	526	5002
499	499	5011
490	490	5019
479	479	5028
449	449	5036
438	438	5045
408	408	5053
395	395	5061
383	383	5069
344	344	5078
331	331	5086
291	291	5094
276	276	5102
259	259	5110
215	215	5118
202	202	5126
190	190	5134
156	156	5142
144	144	5150
112	112	5158
101	101	5166
90	90	5174
64	64	5182
56	56	5190
46	46	5199
28	28	5208
20	20	5216
5	5	5225
0	0	5233
0	0	5241
0	0	5250
0	0	5259
0	0	5268
0	0	5277
0	0	5286
0	0	5295
0	0	5305
0	0	5314
0	0	5322
0	0	5330
0	0	5338
0	0	5346
0	0	5355
0	0	5364
0	0	5372
0	0	5380
0	0	5389
0	0	5397
0	0	5405
0	0	5414
0	0	5422
2	2	5431
5	5	5439
10	10	5447
13	13	5456
17	17	5465
38	38	5473
38	38	5481
45	45	5489
59	59	5497
65	65	5505
77	77	5513
82	82	5522
101	101	5531
113	113	5540
118	118	5549
