series:	100v 400f
exercise:	400 300 100v 400f 240 100 100v 400f 500
Score (% of rect width)	Inaccuracy (% of half of rect height)	Stddev (% of rect height)	Entry (% of rect width)	Exit (% of rect width)
0.0	39.0	0.0	1.0125	0.0
0.0	45.6666666667	0.0	1.0125	0.0
0.0	59.0	0.0	1.0125	0.0
0.0	39.0	0.0	1.0125	0.0
0.0	49.6666666667	0.0	1.0125	0.0
0.0	59.0	0.0	1.0125	0.0
0.0	59.0	0.0	1.0125	0.0
0.0	39.0	0.0	1.0125	0.0
0.0	32.3333333333	0.0	1.0125	0.0
