Rect_no	EventType	Trigger	Height	Position	total_time_visible	 Visible_From	Entry_time_ms	Calculated_Entry_time	Time_on_target_ms	SD_outside_Target(px)	Mean_Inaccuracy(px_outside_target)	Exit_time(ms)	Percent_Time_On_Target(%)	Reaction_Time(ms)	time_Off_Target(ms)	 overshoot?	 overshoot_time	 undershoot?	 undershoot_time
0	B	0	100	1340	100	0.0	528	528.0	0	0	0.0	0.0	0	845	0.0	False	0.0	False	0.0
1	R	0	100	790	10000	8	0.0	-8.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	511
2	R	0	100	40	10000	0.0	0.0	0.0	17.0	0	0.0	1029	0	0.0	0.0	False	0.0	True	1362
3	R	0	100	540	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	2563
4	R	0	100	1040	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	290	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	False	0.0
0	B	0	100	1340	100	0.0	0.0	0.0	0	0	0.0	5652	0	0.0	0.0	False	0.0	False	0.0
1	R	0	100	790	10000	0.0	5618	5618.0	86.0	0	0.0	5185	0	5140	0.0	False	0.0	False	0.0
2	R	0	100	40	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	6653
3	R	0	100	540	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	7686
4	R	0	100	1040	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	8704
5	R	0	50	290	10000	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	False	0.0	True	9722
