Rect_no	EventType	Trigger	Height	Position	total_time_visible	 Visible_From	Entry_time_ms	Calculated_Entry_time	Time_on_target_ms	SD_outside_Target(px)	Mean_Inaccuracy(px_outside_target)	Exit_time(ms)	Percent_Time_On_Target(%)	Reaction_Time(ms)	time_Off_Target(ms)	 overshoot?	 overshoot_time	 undershoot?	 undershoot_time
0	B	0	40	10	60000	0.0	8259	8259.0	152	0	0.0	7795	0	0.0	0.0	False	0.0	False	0.0
1	R	0	50	727	10000	8	954	946	157.0	0	0.0	0.0	0	741	0.0	False	0.0	False	0.0
2	R	0	50	499	10000	0.0	2826	2826.0	154.0	0	0.0	2029	0	0.0	0.0	False	0.0	False	0.0
3	R	0	30	297	10000	0.0	4595	4595.0	152.0	0	0.0	3782	0	0.0	0.0	False	0.0	False	0.0
4	R	0	50	621	10000	0.0	6244	6244.0	151.0	0	0.0	5376	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	386	10000	0.0	7649	7649.0	155.0	0	0.0	7114	0	0.0	0.0	False	0.0	False	0.0
0	B	0	40	10	60000	0.0	18779	18779.0	159	0	0.0	18243	0	0.0	0.0	False	0.0	False	0.0
1	R	0	50	727	10000	0.0	9405	9405.0	159.0	0	0.0	8403	0	8403	0.0	False	0.0	False	0.0
2	R	0	50	499	10000	0.0	11670	11670.0	153.0	0	0.0	11016	0	0.0	0.0	False	0.0	False	0.0
3	R	0	30	297	10000	0.0	14023	14023.0	156.0	0	0.0	13493	0	0.0	0.0	False	0.0	False	0.0
4	R	0	50	621	10000	0.0	16258	16258.0	151.0	0	0.0	15730	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	386	10000	0.0	18168	18168.0	155.0	0	0.0	17718	0	0.0	0.0	False	0.0	False	0.0
0	B	0	40	10	60000	0.0	31551	31551.0	157	0	0.0	31029	0	0.0	0.0	True	23403	False	0.0
1	R	0	50	727	10000	0.0	21234	21234.0	153.0	0	0.0	20509	0	19432	0.0	False	0.0	False	0.0
2	R	0	50	499	10000	0.0	23319	23319.0	153.0	0	0.0	22824	0	0.0	0.0	False	0.0	False	0.0
3	R	0	30	297	10000	0.0	25016	25016.0	152.0	0	0.0	24726	0	0.0	0.0	False	0.0	False	0.0
4	R	0	50	621	10000	0.0	28117	28117.0	154.0	0	0.0	27745	0	0.0	0.0	False	0.0	False	0.0
5	R	0	50	386	10000	0.0	29674	29674.0	156.0	0	0.0	29329	0	0.0	0.0	False	0.0	False	0.0
