Digital_Input	Screen_Position_Y_axis(px)	time(ms)
2.372925485469363	754.2857142857118	8
2.372925485469363	754.2857142857118	30
2.372925485469363	754.2857142857118	44
2.372925485469363	754.2857142857118	58
2.372925485469363	754.2857142857118	71
2.372925485469363	754.2857142857118	85
2.372925485469363	754.2857142857118	102
2.372925485469363	754.2857142857118	119
2.372925485469363	754.2857142857118	136
2.372925485469363	754.2857142857118	152
2.372925485469363	754.2857142857118	169
2.372925485469363	754.2857142857118	186
2.372925485469363	754.2857142857118	202
2.372925485469363	754.2857142857118	218
2.372925485469363	754.2857142857118	236
2.372925485469363	754.2857142857118	252
2.372925485469363	754.2857142857118	269
2.372925485469363	754.2857142857118	286
2.372925485469363	754.2857142857118	302
2.372925485469363	754.2857142857118	318
2.372925485469363	754.2857142857118	336
2.372925485469363	754.2857142857118	352
2.383102550350369	742.2556390977447	369
2.372925485469363	754.2857142857118	386
2.372925485469363	754.2857142857118	403
2.372925485469363	754.2857142857118	419
2.372925485469363	754.2857142857118	436
2.372925485469363	754.2857142857118	452
2.372925485469363	754.2857142857118	469
2.372925485469363	754.2857142857118	486
2.372925485469363	754.2857142857118	503
2.372925485469363	754.2857142857118	519
2.372925485469363	754.2857142857118	536
2.372925485469363	754.2857142857118	553
2.372925485469363	754.2857142857118	569
2.372925485469363	754.2857142857118	586
2.372925485469363	754.2857142857118	603
2.372925485469363	754.2857142857118	619
2.372925485469363	754.2857142857118	636
2.372925485469363	754.2857142857118	653
2.372925485469363	754.2857142857118	669
2.372925485469363	754.2857142857118	686
2.372925485469363	754.2857142857118	702
2.372925485469363	754.2857142857118	719
2.372925485469363	754.2857142857118	736
2.372925485469363	754.2857142857118	753
2.372925485469363	754.2857142857118	769
2.372925485469363	754.2857142857118	786
2.372925485469363	754.2857142857118	802
2.372925485469363	754.2857142857118	819
2.372925485469363	754.2857142857118	836
2.372925485469363	754.2857142857118	852
2.372925485469363	754.2857142857118	869
2.372925485469363	754.2857142857118	886
2.372925485469363	754.2857142857118	903
2.372925485469363	754.2857142857118	919
2.372925485469363	754.2857142857118	936
2.372925485469363	754.2857142857118	953
2.372925485469363	754.2857142857118	969
2.372925485469363	754.2857142857118	986
2.372925485469363	754.2857142857118	1003
2.372925485469363	754.2857142857118	1019
2.372925485469363	754.2857142857118	1036
2.372925485469363	754.2857142857118	1053
2.372925485469363	754.2857142857118	1069
2.372925485469363	754.2857142857118	1086
2.372925485469363	754.2857142857118	1103
2.372925485469363	754.2857142857118	1120
2.372925485469363	754.2857142857118	1136
2.372925485469363	754.2857142857118	1153
2.372925485469363	754.2857142857118	1170
2.383102550350369	742.2556390977447	1187
2.372925485469363	754.2857142857118	1203
2.372925485469363	754.2857142857118	1219
2.372925485469363	754.2857142857118	1236
2.372925485469363	754.2857142857118	1253
2.383102550350369	742.2556390977447	1270
2.372925485469363	754.2857142857118	1286
2.372925485469363	754.2857142857118	1303
2.372925485469363	754.2857142857118	1320
2.372925485469363	754.2857142857118	1337
2.372925485469363	754.2857142857118	1353
2.372925485469363	754.2857142857118	1370
2.372925485469363	754.2857142857118	1387
2.372925485469363	754.2857142857118	1403
2.372925485469363	754.2857142857118	1420
2.372925485469363	754.2857142857118	1437
2.372925485469363	754.2857142857118	1453
2.372925485469363	754.2857142857118	1470
2.372925485469363	754.2857142857118	1487
2.372925485469363	754.2857142857118	1503
2.372925485469363	754.2857142857118	1520
2.372925485469363	754.2857142857118	1537
2.372925485469363	754.2857142857118	1554
2.383102550350369	742.2556390977447	1569
2.372925485469363	754.2857142857118	1587
2.372925485469363	754.2857142857118	1603
2.372925485469363	754.2857142857118	1620
2.372925485469363	754.2857142857118	1637
2.372925485469363	754.2857142857118	1654
2.372925485469363	754.2857142857118	1670
2.372925485469363	754.2857142857118	1687
2.372925485469363	754.2857142857118	1704
2.372925485469363	754.2857142857118	1720
2.372925485469363	754.2857142857118	1737
2.372925485469363	754.2857142857118	1754
2.372925485469363	754.2857142857118	1770
2.372925485469363	754.2857142857118	1787
2.372925485469363	754.2857142857118	1804
2.372925485469363	754.2857142857118	1820
2.372925485469363	754.2857142857118	1837
2.383102550350369	742.2556390977447	1854
2.372925485469363	754.2857142857118	1870
2.372925485469363	754.2857142857118	1887
2.372925485469363	754.2857142857118	1904
2.372925485469363	754.2857142857118	1920
2.372925485469363	754.2857142857118	1937
2.372925485469363	754.2857142857118	1954
2.372925485469363	754.2857142857118	1970
2.383102550350369	742.2556390977447	1987
2.372925485469363	754.2857142857118	2004
2.372925485469363	754.2857142857118	2020
2.372925485469363	754.2857142857118	2037
2.372925485469363	754.2857142857118	2054
2.372925485469363	754.2857142857118	2070
2.372925485469363	754.2857142857118	2087
2.372925485469363	754.2857142857118	2104
2.372925485469363	754.2857142857118	2121
2.383102550350369	742.2556390977447	2137
2.372925485469363	754.2857142857118	2154
2.372925485469363	754.2857142857118	2170
2.372925485469363	754.2857142857118	2187
2.372925485469363	754.2857142857118	2204
2.372925485469363	754.2857142857118	2221
2.372925485469363	754.2857142857118	2237
2.372925485469363	754.2857142857118	2254
2.372925485469363	754.2857142857118	2271
2.383102550350369	742.2556390977447	2287
2.383102550350369	742.2556390977447	2304
2.372925485469363	754.2857142857118	2321
2.372925485469363	754.2857142857118	2337
2.372925485469363	754.2857142857118	2354
2.372925485469363	754.2857142857118	2371
2.372925485469363	754.2857142857118	2387
2.372925485469363	754.2857142857118	2404
2.372925485469363	754.2857142857118	2421
2.372925485469363	754.2857142857118	2438
2.372925485469363	754.2857142857118	2454
2.383102550350369	742.2556390977447	2471
2.372925485469363	754.2857142857118	2488
2.383102550350369	742.2556390977447	2504
2.372925485469363	754.2857142857118	2520
2.372925485469363	754.2857142857118	2538
2.372925485469363	754.2857142857118	2554
2.372925485469363	754.2857142857118	2571
2.372925485469363	754.2857142857118	2588
2.372925485469363	754.2857142857118	2604
2.372925485469363	754.2857142857118	2621
2.372925485469363	754.2857142857118	2638
2.372925485469363	754.2857142857118	2654
2.372925485469363	754.2857142857118	2671
2.372925485469363	754.2857142857118	2688
2.383102550350369	742.2556390977447	2704
2.372925485469363	754.2857142857118	2721
2.383102550350369	742.2556390977447	2738
2.383102550350369	742.2556390977447	2754
2.372925485469363	754.2857142857118	2771
2.372925485469363	754.2857142857118	2788
2.372925485469363	754.2857142857118	2804
2.383102550350369	742.2556390977447	2821
2.383102550350369	742.2556390977447	2838
2.372925485469363	754.2857142857118	2854
2.383102550350369	742.2556390977447	2871
2.383102550350369	742.2556390977447	2888
2.372925485469363	754.2857142857118	2905
2.372925485469363	754.2857142857118	2921
2.383102550350369	742.2556390977447	2938
2.372925485469363	754.2857142857118	2954
2.372925485469363	754.2857142857118	2971
