Digital_Input	Screen_Position_Y_axis(px)	time(ms)
543	543	9
543	543	18
543	543	27
543	543	36
543	543	46
543	543	55
543	543	63
543	543	72
543	543	81
543	543	89
543	543	98
543	543	107
543	543	116
543	543	124
543	543	133
543	543	141
543	543	149
543	543	158
543	543	166
543	543	174
543	543	182
543	543	190
543	543	200
543	543	208
543	543	216
543	543	224
543	543	233
543	543	242
543	543	250
543	543	259
543	543	268
543	543	277
543	543	286
543	543	295
543	543	304
543	543	313
543	543	322
543	543	331
543	543	340
543	543	349
543	543	357
543	543	365
543	543	373
543	543	382
543	543	390
543	543	399
543	543	407
543	543	416
543	543	425
543	543	433
543	543	441
543	543	449
543	543	458
543	543	466
543	543	474
543	543	482
543	543	490
543	543	499
543	543	508
543	543	516
543	543	525
543	543	534
543	543	543
543	543	552
543	543	561
543	543	570
543	543	578
543	543	586
543	543	595
543	543	604
537	537	613
526	526	621
521	521	629
516	516	638
501	501	647
486	486	656
478	478	664
468	468	672
438	438	680
423	423	689
381	381	698
361	361	706
342	342	714
288	288	723
270	270	731
252	252	740
205	205	748
193	193	757
148	148	766
138	138	774
112	112	783
104	104	791
82	82	799
75	75	807
69	69	816
57	57	825
54	54	833
48	48	841
46	46	850
44	44	858
43	43	867
41	41	875
40	40	884
39	39	893
36	36	902
36	36	911
35	35	919
35	35	928
35	35	936
35	35	944
35	35	953
35	35	961
35	35	970
35	35	979
35	35	988
35	35	997
35	35	1006
35	35	1015
36	36	1023
36	36	1032
36	36	1040
36	36	1049
36	36	1058
36	36	1066
36	36	1074
36	36	1083
36	36	1092
36	36	1100
36	36	1109
36	36	1118
36	36	1127
37	37	1136
37	37	1145
37	37	1153
37	37	1162
37	37	1170
37	37	1178
37	37	1187
37	37	1196
37	37	1204
37	37	1213
37	37	1222
37	37	1230
37	37	1238
37	37	1246
38	38	1255
39	39	1263
40	40	1272
41	41	1280
41	41	1288
43	43	1296
43	43	1304
43	43	1312
43	43	1321
43	43	1330
43	43	1338
43	43	1346
43	43	1355
43	43	1363
43	43	1372
43	43	1380
41	41	1388
37	37	1396
37	37	1405
35	35	1413
33	33	1422
32	32	1430
30	30	1439
29	29	1448
28	28	1457
27	27	1466
27	27	1474
26	26	1483
25	25	1492
25	25	1500
24	24	1508
24	24	1516
24	24	1525
24	24	1534
24	24	1543
24	24	1551
24	24	1560
24	24	1569
24	24	1578
24	24	1587
24	24	1596
24	24	1605
24	24	1614
24	24	1623
25	25	1632
26	26	1641
27	27	1650
30	30	1659
32	32	1668
36	36	1677
41	41	1686
49	49	1694
54	54	1703
66	66	1711
73	73	1719
86	86	1728
93	93	1736
113	113	1744
122	122	1753
130	130	1761
154	154	1769
164	164	1777
173	173	1785
190	190	1794
195	195	1803
209	209	1812
213	213	1820
226	226	1829
228	228	1837
231	231	1845
232	232	1854
233	233	1863
233	233	1871
234	234	1880
234	234	1889
234	234	1898
234	234	1907
234	234	1916
234	234	1925
234	234	1933
234	234	1942
234	234	1950
234	234	1958
234	234	1966
234	234	1975
234	234	1983
234	234	1992
234	234	2000
234	234	2009
234	234	2018
234	234	2027
234	234	2035
233	233	2044
233	233	2052
233	233	2060
232	232	2068
232	232	2077
232	232	2085
232	232	2094
232	232	2103
232	232	2112
232	232	2120
232	232	2129
232	232	2138
232	232	2147
232	232	2156
232	232	2165
232	232	2174
232	232	2183
232	232	2192
232	232	2201
232	232	2209
232	232	2218
232	232	2226
232	232	2234
231	231	2243
229	229	2251
227	227	2259
224	224	2268
222	222	2277
218	218	2285
217	217	2293
213	213	2301
211	211	2310
209	209	2318
204	204	2327
202	202	2335
196	196	2344
194	194	2353
191	191	2361
184	184	2370
180	180	2379
177	177	2388
169	169	2396
166	166	2404
157	157	2413
149	149	2422
141	141	2431
139	139	2439
129	129	2448
124	124	2457
121	121	2465
112	112	2473
108	108	2481
105	105	2489
98	98	2498
92	92	2506
81	81	2514
77	77	2522
73	73	2530
61	61	2538
56	56	2546
46	46	2555
43	43	2563
40	40	2571
31	31	2579
28	28	2587
21	21	2596
19	19	2605
15	15	2614
14	14	2623
14	14	2631
14	14	2639
14	14	2648
14	14	2656
14	14	2664
14	14	2672
14	14	2681
14	14	2690
14	14	2698
14	14	2707
14	14	2716
14	14	2725
14	14	2733
14	14	2742
14	14	2750
15	15	2759
15	15	2768
16	16	2777
18	18	2785
18	18	2794
19	19	2803
22	22	2811
24	24	2820
29	29	2829
35	35	2838
43	43	2848
47	47	2856
58	58	2864
64	64	2872
69	69	2881
81	81	2890
85	85	2898
89	89	2907
101	101	2916
106	106	2925
122	122	2933
126	126	2942
141	141	2950
146	146	2959
150	150	2968
162	162	2977
166	166	2985
176	176	2994
180	180	3003
183	183	3012
189	189	3020
192	192	3030
200	200	3039
202	202	3048
209	209	3056
212	212	3065
215	215	3074
223	223	3083
226	226	3092
234	234	3100
238	238	3109
241	241	3118
255	255	3127
267	267	3136
272	272	3144
277	277	3153
287	287	3162
293	293	3171
297	297	3180
308	308	3188
313	313	3197
326	326	3205
331	331	3213
341	341	3222
346	346	3230
351	351	3239
362	362	3247
366	366	3255
377	377	3264
383	383	3273
386	386	3282
395	395	3290
400	400	3299
407	407	3307
410	410	3316
412	412	3325
419	419	3333
425	425	3341
435	435	3350
439	439	3359
451	451	3368
456	456	3376
459	459	3385
467	467	3393
470	470	3402
478	478	3411
483	483	3420
487	487	3428
497	497	3437
512	512	3446
516	516	3454
520	520	3463
532	532	3472
543	543	3481
547	547	3490
553	553	3498
564	564	3507
570	570	3516
574	574	3524
585	585	3532
589	589	3541
602	602	3549
606	606	3557
611	611	3567
612	612	3576
614	614	3584
616	616	3593
