Digital_Input	Screen_Position_Y_axis(px)	time(ms)
537	537	9
537	537	18
537	537	26
537	537	35
537	537	44
537	537	52
537	537	61
537	537	70
537	537	80
537	537	88
537	537	96
537	537	104
537	537	112
537	537	120
537	537	128
537	537	137
537	537	145
537	537	153
537	537	161
537	537	170
537	537	179
537	537	187
537	537	195
537	537	203
537	537	211
537	537	220
537	537	229
537	537	238
537	537	246
537	537	254
537	537	262
537	537	270
537	537	279
537	537	288
537	537	296
538	538	304
547	547	313
558	558	321
571	571	329
587	587	338
608	608	346
638	638	354
714	714	362
714	714	370
825	825	379
825	825	388
882	882	396
1004	1004	404
1004	1004	412
1131	1131	420
1183	1183	428
1183	1183	437
1278	1278	446
1278	1278	454
1349	1349	462
1371	1371	471
1385	1385	479
1396	1396	488
1403	1403	496
1406	1406	504
1409	1409	513
1411	1411	521
1411	1411	529
1411	1411	538
1411	1411	546
1411	1411	554
1411	1411	562
1411	1411	571
1411	1411	580
1411	1411	589
1411	1411	597
1409	1409	605
1409	1409	613
1407	1407	622
1407	1407	630
1406	1406	639
1405	1405	647
1405	1405	655
1405	1405	663
1404	1404	671
1404	1404	679
1404	1404	688
1404	1404	696
1404	1404	704
1404	1404	712
1404	1404	721
1404	1404	730
1404	1404	738
1404	1404	746
1404	1404	754
1404	1404	763
1404	1404	772
1404	1404	781
1404	1404	789
1404	1404	798
1404	1404	806
1404	1404	814
1404	1404	823
1404	1404	832
1404	1404	841
1404	1404	850
1404	1404	858
1404	1404	866
1404	1404	874
1404	1404	883
1404	1404	892
1404	1404	901
1404	1404	909
1404	1404	918
1404	1404	926
1404	1404	934
1404	1404	942
1404	1404	951
1404	1404	959
1404	1404	967
1404	1404	975
1404	1404	983
1404	1404	991
1404	1404	1000
1404	1404	1008
1404	1404	1016
1404	1404	1024
1404	1404	1032
1404	1404	1040
1404	1404	1049
1404	1404	1057
1404	1404	1066
1404	1404	1074
1404	1404	1083
1404	1404	1091
1404	1404	1100
1404	1404	1109
1404	1404	1118
1404	1404	1126
1404	1404	1134
1404	1404	1142
1404	1404	1151
1404	1404	1159
1404	1404	1167
1404	1404	1175
1404	1404	1183
1404	1404	1191
1404	1404	1199
1404	1404	1208
1404	1404	1216
1404	1404	1224
1404	1404	1232
1404	1404	1240
1404	1404	1248
1404	1404	1256
1404	1404	1264
1404	1404	1273
1404	1404	1282
1404	1404	1291
1404	1404	1299
1404	1404	1308
1404	1404	1316
1404	1404	1324
1404	1404	1333
1404	1404	1341
1403	1403	1349
1403	1403	1358
1402	1402	1366
1401	1401	1374
1400	1400	1383
1399	1399	1391
1397	1397	1400
1396	1396	1408
1395	1395	1416
1395	1395	1424
1394	1394	1432
1394	1394	1440
1394	1394	1449
1394	1394	1457
1394	1394	1466
1394	1394	1474
1394	1394	1482
1394	1394	1490
1394	1394	1498
1394	1394	1506
1394	1394	1514
1394	1394	1523
1394	1394	1532
1394	1394	1541
1394	1394	1550
1394	1394	1558
1394	1394	1566
1394	1394	1574
1394	1394	1582
1394	1394	1591
1394	1394	1599
1394	1394	1608
1394	1394	1617
1394	1394	1625
1394	1394	1633
1394	1394	1642
1394	1394	1650
1394	1394	1658
1394	1394	1666
1394	1394	1674
1394	1394	1682
1394	1394	1690
1394	1394	1698
1394	1394	1707
1394	1394	1716
1394	1394	1724
1394	1394	1733
1394	1394	1741
1394	1394	1749
1394	1394	1758
1393	1393	1767
1393	1393	1775
1393	1393	1783
1393	1393	1792
1392	1392	1801
1392	1392	1809
1392	1392	1817
1392	1392	1825
1392	1392	1833
1391	1391	1841
1391	1391	1850
1391	1391	1858
1391	1391	1866
1391	1391	1875
1391	1391	1884
1391	1391	1893
1390	1390	1902
1390	1390	1910
1390	1390	1919
1390	1390	1927
1390	1390	1935
1390	1390	1943
1390	1390	1952
1390	1390	1960
1389	1389	1968
1389	1389	1977
1388	1388	1985
1388	1388	1993
1388	1388	2001
1388	1388	2010
1388	1388	2019
1388	1388	2028
1388	1388	2036
1388	1388	2044
1388	1388	2053
1388	1388	2062
1388	1388	2070
1388	1388	2078
1388	1388	2086
1388	1388	2094
1388	1388	2102
1388	1388	2110
1388	1388	2118
1388	1388	2126
1388	1388	2134
1388	1388	2142
1388	1388	2150
1388	1388	2158
1388	1388	2166
1388	1388	2175
1388	1388	2183
1388	1388	2191
1388	1388	2200
1388	1388	2209
1388	1388	2217
1388	1388	2225
1388	1388	2234
1388	1388	2243
1388	1388	2252
1388	1388	2261
1388	1388	2270
1388	1388	2278
1388	1388	2286
1388	1388	2294
1388	1388	2303
1388	1388	2312
1388	1388	2320
1388	1388	2329
1388	1388	2338
1388	1388	2347
1388	1388	2356
1388	1388	2365
1388	1388	2373
1388	1388	2382
1388	1388	2391
1388	1388	2399
1388	1388	2408
1388	1388	2416
1388	1388	2424
1388	1388	2432
1388	1388	2440
1388	1388	2448
1388	1388	2456
1388	1388	2464
1388	1388	2472
1388	1388	2481
1387	1387	2489
1387	1387	2497
1387	1387	2505
1387	1387	2513
1387	1387	2522
1387	1387	2531
1387	1387	2539
1387	1387	2548
1387	1387	2556
1387	1387	2564
1387	1387	2572
1387	1387	2581
1387	1387	2589
1387	1387	2597
1387	1387	2605
1387	1387	2613
1387	1387	2622
1387	1387	2631
1387	1387	2639
1387	1387	2647
1387	1387	2655
1387	1387	2663
1387	1387	2672
1387	1387	2681
1387	1387	2689
1387	1387	2697
1387	1387	2706
1387	1387	2715
1387	1387	2723
1387	1387	2731
1387	1387	2740
1387	1387	2749
1387	1387	2757
1387	1387	2765
1387	1387	2773
1387	1387	2781
1387	1387	2790
1387	1387	2798
1387	1387	2807
1387	1387	2816
1387	1387	2824
1387	1387	2832
1387	1387	2840
1387	1387	2848
1387	1387	2856
1387	1387	2864
1387	1387	2872
1387	1387	2880
1387	1387	2888
1387	1387	2897
1387	1387	2905
1387	1387	2913
1387	1387	2921
1387	1387	2929
1387	1387	2938
1387	1387	2947
1387	1387	2955
1386	1386	2963
1386	1386	2971
1386	1386	2980
1386	1386	2988
1386	1386	2997
1386	1386	3005
1386	1386	3013
1386	1386	3021
1386	1386	3029
1386	1386	3038
1386	1386	3046
1386	1386	3054
1386	1386	3063
1386	1386	3071
1386	1386	3079
1386	1386	3088
1386	1386	3097
1386	1386	3105
1386	1386	3113
1386	1386	3121
1386	1386	3130
1386	1386	3138
1386	1386	3146
1386	1386	3154
1386	1386	3162
1386	1386	3170
1386	1386	3178
1386	1386	3186
1386	1386	3194
1386	1386	3202
1386	1386	3210
1386	1386	3218
1386	1386	3226
1386	1386	3234
1386	1386	3243
1386	1386	3251
1386	1386	3260
1386	1386	3268
1386	1386	3276
1386	1386	3284
1386	1386	3292
1386	1386	3301
1386	1386	3309
1386	1386	3318
1386	1386	3326
1386	1386	3334
1386	1386	3342
1386	1386	3350
1386	1386	3358
1386	1386	3367
1386	1386	3375
1386	1386	3384
1386	1386	3392
1386	1386	3400
1386	1386	3408
1386	1386	3417
1386	1386	3425
