Rect_no	EventType	Trigger	Height	Position	total_time_visible	 Visible_From	Entry_time_ms	Calculated_Entry_time	Time_on_target_ms	SD_outside_Target(px)	Mean_Inaccuracy(px_outside_target)	Exit_time(ms)	Percent_Time_On_Target(%)	Reaction_Time(ms)	time_Off_Target(ms)	 overshoot?	 overshoot_time	 undershoot?	 undershoot_time
0	B	0	50	10	60000	0.0	15622	15622.0	154	0	0.0	15117	0	0.0	0.0	False	0.0	False	0.0
1	R	0	38	130	10000	8	2589	2581	154.0	0	0.0	2027	0	317	0.0	False	0.0	False	0.0
2	R	0	45	340	10000	0.0	6486	6486.0	153.0	0	0.0	4864	0	0.0	0.0	False	0.0	False	0.0
3	R	0	38	598	10000	0.0	8826	8826.0	156.0	0	0.0	8075	0	0.0	0.0	False	0.0	False	0.0
4	R	0	43	779	10000	0.0	10700	10700.0	153.0	0	0.0	10495	0	0.0	0.0	False	0.0	False	0.0
5	R	0	33	178	10000	0.0	15005	15005.0	155.0	0	0.0	14740	0	0.0	0.0	False	0.0	False	0.0
0	B	0	50	10	60000	0.0	28096	28096.0	159	0	0.0	27760	0	0.0	0.0	False	0.0	False	0.0
1	R	0	38	130	10000	0.0	17769	17769.0	157.0	0	0.0	17514	0	16314	0.0	False	0.0	False	0.0
2	R	0	45	340	10000	0.0	20414	20414.0	157.0	0	0.0	20170	0	0.0	0.0	False	0.0	False	0.0
3	R	0	38	598	10000	0.0	22719	22719.0	154.0	0	0.0	22633	0	0.0	0.0	False	0.0	False	0.0
4	R	0	43	779	10000	0.0	25133	25133.0	154.0	0	0.0	24872	0	0.0	0.0	False	0.0	False	0.0
5	R	0	33	178	10000	0.0	27140	27140.0	155.0	0	0.0	26803	0	0.0	0.0	False	0.0	False	0.0
0	B	0	50	10	60000	0.0	36541	36541.0	153	0	0.0	36113	0	0.0	0.0	False	0.0	False	0.0
1	R	0	38	130	10000	0.0	28907	28907.0	153.0	0	0.0	28780	0	28211	0.0	False	0.0	False	0.0
2	R	0	45	340	10000	0.0	30462	30462.0	154.0	0	0.0	29771	0	0.0	0.0	False	0.0	False	0.0
3	R	0	38	598	10000	0.0	32835	32835.0	153.0	0	0.0	32549	0	0.0	0.0	False	0.0	False	0.0
4	R	0	43	779	10000	0.0	34465	34465.0	155.0	0	0.0	33613	0	0.0	0.0	False	0.0	False	0.0
5	R	0	33	178	10000	0.0	35970	35970.0	151.0	0	0.0	35372	0	0.0	0.0	False	0.0	False	0.0
