Digital_Input	Screen_Position_Y_axis(px)	time(ms)
573	573	8
573	573	17
573	573	25
573	573	33
573	573	41
573	573	50
573	573	58
573	573	67
573	573	75
573	573	84
573	573	92
573	573	101
573	573	109
573	573	117
573	573	126
573	573	135
573	573	145
573	573	154
573	573	163
573	573	172
573	573	181
573	573	190
573	573	198
573	573	207
573	573	216
573	573	224
573	573	232
573	573	240
573	573	249
573	573	258
573	573	267
573	573	275
573	573	283
573	573	291
573	573	299
573	573	308
573	573	317
573	573	325
573	573	333
573	573	341
573	573	350
573	573	358
573	573	367
573	573	376
573	573	385
573	573	394
573	573	402
573	573	410
573	573	418
573	573	427
573	573	435
573	573	443
573	573	451
573	573	459
573	573	468
573	573	477
572	572	486
572	572	494
571	571	503
570	570	511
569	569	520
568	568	528
567	567	536
563	563	544
561	561	553
556	556	562
555	555	570
553	553	578
548	548	587
545	545	596
535	535	604
532	532	613
525	525	622
523	523	630
521	521	638
517	517	647
515	515	655
511	511	663
509	509	672
507	507	680
501	501	688
499	499	697
497	497	706
494	494	714
493	493	722
493	493	731
492	492	740
491	491	748
491	491	757
491	491	766
491	491	774
491	491	782
491	491	791
491	491	799
491	491	808
491	491	817
491	491	826
491	491	835
491	491	844
498	498	852
501	501	862
504	504	871
513	513	879
517	517	888
527	527	897
531	531	906
537	537	915
553	553	923
562	562	931
562	562	940
568	568	948
575	575	956
578	578	964
581	581	972
588	588	981
590	590	989
598	598	998
601	601	1006
606	606	1015
612	612	1023
616	616	1032
619	619	1041
628	628	1049
632	632	1057
642	642	1066
646	646	1074
667	667	1083
667	667	1091
691	691	1100
698	698	1109
711	711	1117
716	716	1125
728	728	1133
734	734	1141
740	740	1149
757	757	1158
765	765	1167
785	785	1176
794	794	1184
802	802	1194
822	822	1202
829	829	1210
835	835	1218
847	847	1226
851	851	1235
861	861	1243
865	865	1252
867	867	1262
868	868	1270
869	869	1278
869	869	1287
869	869	1296
869	869	1305
869	869	1313
869	869	1321
869	869	1330
869	869	1339
869	869	1348
869	869	1357
869	869	1365
869	869	1373
869	869	1381
869	869	1389
869	869	1398
869	869	1406
869	869	1416
869	869	1425
869	869	1433
869	869	1441
869	869	1450
869	869	1458
869	869	1466
869	869	1475
869	869	1483
869	869	1492
869	869	1501
869	869	1510
869	869	1519
869	869	1527
869	869	1535
869	869	1543
869	869	1551
869	869	1559
869	869	1567
869	869	1576
869	869	1585
869	869	1593
869	869	1602
863	863	1611
853	853	1620
847	847	1629
829	829	1638
818	818	1646
806	806	1654
765	765	1662
747	747	1671
681	681	1680
659	659	1688
637	637	1697
572	572	1705
550	550	1715
468	468	1724
448	448	1732
431	431	1741
384	384	1750
370	370	1758
338	338	1766
326	326	1774
315	315	1782
291	291	1791
282	282	1800
268	268	1809
263	263	1817
257	257	1826
244	244	1835
240	240	1843
226	226	1851
222	222	1859
213	213	1868
210	210	1876
206	206	1884
196	196	1892
193	193	1900
184	184	1908
181	181	1917
176	176	1925
163	163	1934
158	158	1943
144	144	1951
140	140	1959
136	136	1967
124	124	1976
120	120	1985
117	117	1995
110	110	2004
105	105	2012
